scenario_id,duration_type,weather_type,rain_prob,dust_level,hour,trip_goal,current_place_type,companion_type,adult_count,child_count,transport,activity_level,avg_stay_minutes,indoor_ratio,event_active,event_schedule_known,tags,hunger,fatigue,need_indoor,keep_mood,move_tolerance,kids_tolerance,photo_motivation,course_depth,next_scene,meal_style_primary,meal_style_secondary,confidence_grade
SCN_0370,half_day,cloudy,50,good,9,healing,nature,friends,3,0,car,medium,55,0.0,0,0,healing|quiet|scenic,0.3,0.35,0.0,1.0,0.7,1.0,0.3,3,short_walk,,,A
SCN_0371,2h,rainy,70,good,16,family,nature,couple,2,0,car,medium,60,0.0,0,0,family_friendly|healing|quiet|scenic,0.4,0.45,0.45,0.7,0.5,1.0,0.3,2,cafe_rest,,,A
SCN_0372,full_day,cloudy,50,normal,10,healing,indoor_culture,couple,2,0,public,low,80,0.85,0,0,indoor_comfort|quiet,0.3,0.3,0.0,0.6,0.55,1.0,0.2,4,short_walk,,,A
SCN_0373,full_day,cloudy,30,normal,9,family,indoor_culture,friends,3,0,car,low,65,1.0,0,0,family_friendly|indoor_comfort|quiet,0.3,0.3,0.0,0.3,0.75,1.0,0.2,4,short_walk,,,A
SCN_0374,full_day,rainy,60,normal,8,indoor,festival,family_small,2,1,public,medium,95,0.3,1,1,family_friendly|festival_event|indoor_comfort|interactive|kids_friendly,0.4,0.6,0.45,0.3,0.3,0.5,0.2,4,indoor_backup,,,A
SCN_0375,full_day,rainy,95,good,8,family,cafe_area,solo,1,0,public,low,60,0.8,0,0,family_friendly|indoor_comfort|scenic,0.3,0.3,0.45,0.5,0.55,1.0,0.3,4,indoor_backup,,,A
SCN_0376,2h,sunny,5,bad,10,family,cafe_area,solo,1,0,public,low,65,0.6,0,0,family_friendly|indoor_comfort|scenic,0.3,0.25,0.3,0.5,0.3,1.0,0.3,2,indoor_backup,,,A
SCN_0377,2h,rainy,60,normal,16,experience,indoor_culture,solo,1,0,public,low,55,1.0,0,0,indoor_comfort|interactive|quiet,0.2,0.15,0.45,0.3,0.3,1.0,0.2,2,indoor_backup,,,A
SCN_0378,full_day,sunny,5,good,8,healing,photo_spot,family_large,2,3,car,medium,55,0.05,0,0,photo_friendly|scenic,0.3,0.6,0.1,0.8,0.4,0.6,0.4,4,cafe_rest,,,A
SCN_0379,full_day,cloudy,40,bad,14,experience,cafe_area,family_small,2,1,car,low,65,0.6,0,0,indoor_comfort|interactive|scenic,0.3,0.4,0.3,0.5,0.65,0.6,0.3,4,cafe_rest,,,A
SCN_0380,half_day,cloudy,20,good,15,experience,photo_spot,couple,2,0,car,medium,45,0.25,0,0,interactive|photo_friendly|scenic,0.3,0.35,0.0,0.5,0.7,1.0,0.4,3,short_walk,,,A
SCN_0381,full_day,sunny,15,good,15,family,cafe_area,family_medium,2,2,car,low,65,0.6,0,0,family_friendly|indoor_comfort|kids_friendly|scenic,0.3,0.5,0.0,0.5,0.55,0.6,0.3,4,cafe_rest,,,A
SCN_0382,half_day,cloudy,50,normal,10,healing,history,family_medium,2,2,public,medium,50,0.35,0,0,quiet,0.3,0.55,0.0,0.6,0.3,0.6,0.2,3,go_home,,,A
SCN_0383,half_day,rainy,70,bad,9,healing,history,friends,3,0,public,medium,60,0.25,0,0,quiet,0.4,0.45,0.75,0.6,0.5,1.0,0.2,3,indoor_backup,,,A
SCN_0384,half_day,rainy,70,good,15,healing,nature,family_large,2,3,public,high,60,0.1,0,0,healing|quiet|scenic,0.5,0.8,0.55,1.0,0.15,0.4,0.3,3,cafe_rest,,,A
SCN_0385,full_day,rainy,60,normal,10,family,festival,couple,2,0,car,medium,80,0.2,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.5,0.45,0.3,0.75,1.0,0.2,4,indoor_backup,,,A
SCN_0386,2h,sunny,0,normal,14,family,photo_spot,family_large,2,3,car,high,65,0.25,0,0,family_friendly|kids_friendly|photo_friendly|scenic,0.5,0.8,0.0,0.5,0.15,0.4,0.4,2,go_home,,,A
SCN_0387,full_day,rainy,95,bad,8,healing,photo_spot,family_large,2,3,public,medium,65,0.15,0,0,photo_friendly|scenic,0.4,0.7,0.85,0.8,0.2,0.5,0.4,4,indoor_backup,,,A
SCN_0388,2h,cloudy,20,normal,10,healing,photo_spot,solo,1,0,public,medium,45,0.25,0,0,photo_friendly|scenic,0.3,0.35,0.0,0.8,0.3,1.0,0.4,2,cafe_rest,,,A
SCN_0389,full_day,rainy,60,normal,15,healing,history,friends,3,0,public,medium,45,0.15,0,0,quiet,0.3,0.4,0.45,0.6,0.55,1.0,0.2,4,indoor_backup,,,A
SCN_0390,full_day,sunny,10,normal,9,healing,festival,family_medium,2,2,public,medium,90,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.7,0.0,0.6,0.2,0.5,0.2,4,go_home,,,A
SCN_0391,full_day,rainy,95,bad,15,family,cafe_area,family_small,2,1,car,low,40,0.7,0,0,family_friendly|indoor_comfort|kids_friendly|scenic,0.2,0.3,0.75,0.5,0.65,0.7,0.3,4,indoor_backup,,,A
SCN_0392,half_day,sunny,15,good,15,family,cafe_area,family_medium,2,2,car,low,35,0.6,0,0,family_friendly|indoor_comfort|kids_friendly|scenic,0.2,0.35,0.0,0.5,0.5,0.7,0.3,3,short_walk,,,A
SCN_0393,half_day,sunny,20,good,9,healing,indoor_culture,family_medium,2,2,car,low,80,1.0,0,0,indoor_comfort|quiet,0.3,0.45,0.0,0.6,0.5,0.6,0.2,3,cafe_rest,,,A
SCN_0394,full_day,rainy,60,good,14,indoor,festival,friends,3,0,car,medium,70,0.4,1,1,family_friendly|festival_event|indoor_comfort|interactive|kids_friendly,0.4,0.5,0.45,0.3,0.75,1.0,0.2,4,indoor_visit,,,A
SCN_0395,half_day,sunny,5,good,14,family,festival,family_large,2,3,public,medium,95,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.0,0.3,0.15,0.5,0.2,3,go_home,,,A
SCN_0396,half_day,cloudy,20,normal,16,healing,photo_spot,family_large,2,3,car,medium,65,0.05,0,0,photo_friendly|scenic,0.4,0.65,0.1,0.8,0.35,0.5,0.4,3,cafe_rest,,,A
SCN_0397,full_day,rainy,95,good,8,family,photo_spot,couple,2,0,public,medium,40,0.15,0,0,family_friendly|photo_friendly|scenic,0.3,0.4,0.45,0.5,0.55,1.0,0.4,4,indoor_backup,,,A
SCN_0398,2h,sunny,10,good,15,indoor,photo_spot,family_small,2,1,car,high,45,0.25,0,0,indoor_comfort|photo_friendly|scenic,0.4,0.6,0.0,0.5,0.25,0.5,0.4,2,cafe_rest,,,A
SCN_0399,half_day,cloudy,20,bad,15,indoor,history,couple,2,0,car,medium,45,0.35,0,0,indoor_comfort|quiet,0.3,0.35,0.3,0.3,0.7,1.0,0.2,3,indoor_visit,,,A
SCN_0400,2h,cloudy,30,bad,15,family,cafe_area,family_small,2,1,car,low,50,0.6,0,0,family_friendly|indoor_comfort|kids_friendly|scenic,0.2,0.25,0.3,0.5,0.4,0.7,0.3,2,indoor_visit,,,A
SCN_0401,full_day,cloudy,60,bad,10,indoor,history,friends,3,0,public,medium,60,0.25,0,0,indoor_comfort|quiet,0.4,0.5,0.75,0.3,0.55,1.0,0.2,4,indoor_backup,,,A
SCN_0402,2h,cloudy,60,bad,14,photo,cafe_area,family_small,2,1,car,low,50,0.7,0,0,indoor_comfort|photo_friendly|scenic,0.2,0.25,0.75,0.75,0.4,0.7,0.8,2,indoor_backup,,,A
SCN_0403,full_day,rainy,95,normal,9,family,cafe_area,family_large,2,3,car,low,50,0.7,0,0,family_friendly|indoor_comfort|kids_friendly|scenic,0.2,0.4,0.45,0.5,0.55,0.7,0.3,4,indoor_backup,,,A
SCN_0404,full_day,rainy,95,good,9,healing,cafe_area,couple,2,0,car,low,40,0.6,0,0,indoor_comfort|scenic,0.2,0.2,0.45,0.8,0.75,1.0,0.3,4,indoor_visit,,,A
SCN_0405,half_day,rainy,95,normal,9,healing,festival,couple,2,0,car,medium,90,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.45,0.45,0.6,0.7,1.0,0.2,3,indoor_backup,,,A
SCN_0406,2h,rainy,60,normal,10,experience,history,solo,1,0,public,medium,75,0.15,0,0,interactive|quiet,0.4,0.45,0.45,0.3,0.3,1.0,0.2,2,indoor_backup,,,A
SCN_0407,full_day,sunny,20,normal,9,indoor,nature,family_large,2,3,car,high,85,0.0,0,0,healing|indoor_comfort|quiet|scenic,0.5,0.85,0.1,0.7,0.4,0.4,0.3,4,go_home,,,A
SCN_0408,full_day,cloudy,20,normal,16,family,history,family_medium,2,2,car,high,70,0.35,0,0,family_friendly|kids_friendly|quiet,0.5,0.85,0.0,0.3,0.4,0.4,0.2,4,go_home,,,A
SCN_0409,full_day,cloudy,60,normal,14,indoor,history,family_medium,2,2,car,medium,75,0.35,0,0,indoor_comfort|quiet,0.4,0.7,0.45,0.3,0.4,0.5,0.2,4,go_home,,,A
SCN_0410,half_day,sunny,15,normal,9,healing,indoor_culture,solo,1,0,car,low,75,0.85,0,0,indoor_comfort|quiet,0.3,0.25,0.0,0.6,0.7,1.0,0.2,3,short_walk,,,A
SCN_0411,full_day,cloudy,40,normal,15,healing,indoor_culture,couple,2,0,public,low,65,0.85,0,0,indoor_comfort|quiet,0.3,0.3,0.0,0.6,0.55,1.0,0.2,4,short_walk,,,A
SCN_0412,half_day,sunny,0,good,14,experience,indoor_culture,couple,2,0,car,low,65,0.95,0,0,indoor_comfort|interactive|quiet,0.3,0.25,0.0,0.3,0.7,1.0,0.2,3,short_walk,,,A
SCN_0413,2h,cloudy,30,bad,10,healing,cafe_area,couple,2,0,public,low,50,0.6,0,0,indoor_comfort|scenic,0.2,0.15,0.3,0.8,0.3,1.0,0.3,2,indoor_visit,,,A
SCN_0414,half_day,sunny,5,bad,9,indoor,photo_spot,couple,2,0,public,medium,70,0.05,0,0,indoor_comfort|photo_friendly|scenic,0.4,0.45,0.3,0.5,0.5,1.0,0.4,3,indoor_visit,,,A
SCN_0415,2h,cloudy,40,bad,16,indoor,cafe_area,family_large,2,3,car,low,60,0.8,0,0,indoor_comfort|scenic,0.3,0.45,0.3,0.5,0.3,0.6,0.3,2,indoor_visit,,,A
SCN_0416,2h,sunny,0,normal,16,family,festival,family_medium,2,2,car,medium,80,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.0,0.3,0.15,0.5,0.2,2,go_home,,,A
SCN_0417,full_day,rainy,60,normal,9,experience,cafe_area,family_small,2,1,car,low,35,0.8,0,0,indoor_comfort|interactive|scenic,0.2,0.3,0.45,0.5,0.65,0.7,0.3,4,indoor_visit,,,A
SCN_0418,2h,rainy,80,normal,14,healing,indoor_culture,family_large,2,3,public,low,75,0.95,0,0,indoor_comfort|quiet,0.3,0.45,0.45,0.6,0.1,0.6,0.2,2,indoor_backup,,,A
SCN_0419,half_day,cloudy,30,good,9,indoor,nature,family_large,2,3,car,high,85,0.0,0,0,healing|indoor_comfort|quiet|scenic,0.5,0.8,0.1,0.7,0.35,0.4,0.3,3,go_home,,,A
SCN_0420,full_day,sunny,10,normal,8,experience,history,couple,2,0,car,medium,45,0.35,0,0,interactive|quiet,0.3,0.4,0.0,0.3,0.75,1.0,0.2,4,short_walk,,,A
SCN_0421,full_day,rainy,80,good,8,experience,festival,friends,3,0,car,medium,80,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.5,0.45,0.3,0.75,1.0,0.2,4,indoor_visit,,,A
SCN_0422,2h,sunny,0,bad,14,indoor,photo_spot,solo,1,0,car,medium,55,0.15,0,0,indoor_comfort|photo_friendly|scenic,0.3,0.35,0.3,0.5,0.5,1.0,0.4,2,indoor_visit,,,A
SCN_0423,half_day,rainy,60,good,9,indoor,festival,family_medium,2,2,car,medium,95,0.3,1,1,family_friendly|festival_event|indoor_comfort|interactive|kids_friendly,0.4,0.65,0.45,0.3,0.35,0.5,0.2,3,indoor_backup,,,A
SCN_0424,2h,cloudy,60,normal,15,experience,cafe_area,couple,2,0,car,low,35,0.6,0,0,indoor_comfort|interactive|scenic,0.2,0.15,0.45,0.5,0.5,1.0,0.3,2,indoor_visit,,,A
SCN_0425,half_day,rainy,70,good,9,family,photo_spot,couple,2,0,car,medium,70,0.15,0,0,family_friendly|photo_friendly|scenic,0.4,0.45,0.45,0.5,0.7,1.0,0.4,3,indoor_backup,,,A
SCN_0426,half_day,sunny,15,good,10,healing,cafe_area,family_small,2,1,car,low,40,0.7,0,0,indoor_comfort|scenic,0.2,0.25,0.0,0.8,0.6,0.7,0.3,3,short_walk,,,A
SCN_0427,full_day,sunny,15,bad,10,family,cafe_area,couple,2,0,car,low,50,0.8,0,0,family_friendly|indoor_comfort|scenic,0.2,0.2,0.3,0.5,0.75,1.0,0.3,4,indoor_visit,,,A
SCN_0428,half_day,sunny,20,normal,9,family,photo_spot,family_medium,2,2,car,high,65,0.25,0,0,family_friendly|kids_friendly|photo_friendly|scenic,0.5,0.8,0.0,0.5,0.35,0.4,0.4,3,go_home,,,A
SCN_0429,full_day,sunny,5,bad,16,indoor,history,family_small,2,1,car,medium,75,0.35,0,0,indoor_comfort|quiet,0.4,0.6,0.3,0.3,0.5,0.5,0.2,4,indoor_backup,,,A
SCN_0430,full_day,cloudy,40,good,9,indoor,nature,family_small,2,1,car,medium,55,0.0,0,0,healing|indoor_comfort|quiet|scenic,0.3,0.5,0.0,0.7,0.65,0.6,0.3,4,short_walk,,,A
SCN_0431,half_day,rainy,70,good,14,experience,indoor_culture,family_medium,2,2,car,low,50,0.85,0,0,indoor_comfort|interactive|quiet,0.2,0.35,0.45,0.3,0.5,0.7,0.2,3,indoor_backup,,,A
SCN_0432,2h,rainy,90,normal,10,experience,festival,family_large,2,3,car,medium,90,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.45,0.3,0.15,0.5,0.2,2,go_home,,,A
SCN_0433,half_day,rainy,80,good,10,indoor,festival,solo,1,0,car,medium,90,0.4,1,1,family_friendly|festival_event|indoor_comfort|interactive|kids_friendly,0.4,0.45,0.45,0.3,0.7,1.0,0.2,3,indoor_visit,,,A
SCN_0434,full_day,sunny,15,normal,9,experience,history,family_medium,2,2,car,medium,70,0.15,0,0,interactive|quiet,0.4,0.7,0.1,0.3,0.4,0.5,0.2,4,go_home,,,A
SCN_0435,full_day,rainy,70,good,15,experience,indoor_culture,family_medium,2,2,car,low,65,1.0,0,0,indoor_comfort|interactive|quiet,0.3,0.5,0.45,0.3,0.55,0.6,0.2,4,indoor_backup,,,A
SCN_0436,half_day,cloudy,40,normal,10,healing,history,couple,2,0,car,medium,50,0.25,0,0,quiet,0.3,0.35,0.0,0.6,0.7,1.0,0.2,3,short_walk,,,A
SCN_0437,half_day,rainy,70,normal,10,indoor,photo_spot,family_medium,2,2,car,medium,55,0.05,0,0,indoor_comfort|photo_friendly|scenic,0.3,0.55,0.55,0.5,0.5,0.6,0.4,3,indoor_visit,,,A
SCN_0438,full_day,cloudy,20,good,8,healing,festival,friends,3,0,car,medium,95,0.2,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.5,0.0,0.6,0.75,1.0,0.2,4,short_walk,,,A
SCN_0439,full_day,sunny,15,good,8,indoor,indoor_culture,family_small,2,1,car,low,75,1.0,0,0,indoor_comfort|quiet,0.3,0.4,0.0,0.3,0.65,0.6,0.2,4,short_walk,,,A
SCN_0440,half_day,rainy,70,bad,10,experience,photo_spot,solo,1,0,car,medium,45,0.15,0,0,interactive|photo_friendly|scenic,0.3,0.35,0.75,0.5,0.7,1.0,0.4,3,indoor_backup,,,A
SCN_0441,full_day,sunny,0,normal,10,indoor,festival,family_medium,2,2,car,medium,80,0.3,1,1,family_friendly|festival_event|indoor_comfort|interactive|kids_friendly,0.4,0.7,0.0,0.3,0.4,0.5,0.2,4,go_home,,,A
SCN_0442,2h,rainy,60,normal,17,indoor,cafe_area,family_small,2,1,public,low,40,0.7,0,0,indoor_comfort|scenic,0.6,0.25,0.45,0.5,0.2,0.7,0.3,2,indoor_visit,,,A
SCN_0443,full_day,cloudy,20,normal,14,family,indoor_culture,friends,3,0,car,low,75,0.95,0,0,family_friendly|indoor_comfort|quiet,0.3,0.3,0.0,0.3,0.75,1.0,0.2,4,short_walk,,,A
SCN_0444,full_day,sunny,5,good,8,indoor,cafe_area,family_medium,2,2,car,low,35,0.6,0,0,indoor_comfort|scenic,0.2,0.4,0.0,0.5,0.55,0.7,0.3,4,short_walk,,,A
SCN_0445,half_day,sunny,0,normal,10,healing,cafe_area,solo,1,0,car,low,40,0.7,0,0,indoor_comfort|scenic,0.2,0.15,0.0,0.8,0.7,1.0,0.3,3,short_walk,,,A
SCN_0446,half_day,rainy,60,normal,15,family,festival,solo,1,0,public,medium,90,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.45,0.45,0.3,0.5,1.0,0.2,3,indoor_backup,,,A
SCN_0447,full_day,rainy,70,bad,15,experience,indoor_culture,couple,2,0,car,low,55,0.85,0,0,indoor_comfort|interactive|quiet,0.2,0.2,0.75,0.3,0.75,1.0,0.2,4,indoor_backup,,,A
SCN_0448,full_day,sunny,10,normal,10,family,cafe_area,family_medium,2,2,car,low,35,0.7,0,0,family_friendly|indoor_comfort|kids_friendly|scenic,0.2,0.4,0.0,0.5,0.55,0.7,0.3,4,short_walk,,,A
SCN_0449,half_day,rainy,90,normal,10,family,photo_spot,family_large,2,3,public,medium,55,0.05,0,0,family_friendly|kids_friendly|photo_friendly|scenic,0.3,0.55,0.55,0.5,0.3,0.6,0.4,3,indoor_backup,,,A
SCN_0450,2h,rainy,90,bad,17,indoor,nature,family_small,2,1,car,medium,55,0.0,0,0,healing|indoor_comfort|quiet|scenic,0.7,0.45,0.75,0.7,0.4,0.6,0.3,2,indoor_visit,,,A
SCN_0451,half_day,sunny,5,normal,14,family,cafe_area,friends,3,0,public,low,50,0.6,0,0,family_friendly|indoor_comfort|scenic,0.2,0.15,0.0,0.5,0.5,1.0,0.3,3,short_walk,,,A
SCN_0452,half_day,cloudy,20,normal,14,family,nature,family_large,2,3,car,medium,60,0.1,0,0,family_friendly|healing|kids_friendly|quiet|scenic,0.4,0.65,0.1,0.7,0.35,0.5,0.3,3,go_home,,,A
SCN_0453,2h,rainy,60,good,10,family,indoor_culture,friends,3,0,car,low,50,1.0,0,0,family_friendly|indoor_comfort|quiet,0.2,0.15,0.45,0.3,0.5,1.0,0.2,2,indoor_backup,,,A
SCN_0454,full_day,sunny,15,normal,9,indoor,nature,family_medium,2,2,car,high,55,0.1,0,0,healing|indoor_comfort|quiet|scenic,0.4,0.75,0.1,0.7,0.4,0.5,0.3,4,go_home,,,A
SCN_0455,half_day,sunny,10,normal,10,family,cafe_area,friends,3,0,public,low,40,0.6,0,0,family_friendly|indoor_comfort|scenic,0.2,0.15,0.0,0.5,0.5,1.0,0.3,3,short_walk,,,A
SCN_0456,full_day,cloudy,50,good,10,family,cafe_area,friends,3,0,public,low,40,0.8,0,0,family_friendly|indoor_comfort|scenic,0.2,0.2,0.0,0.5,0.55,1.0,0.3,4,short_walk,,,A
SCN_0457,full_day,sunny,10,good,9,family,photo_spot,couple,2,0,car,medium,55,0.25,0,0,family_friendly|photo_friendly|scenic,0.3,0.4,0.0,0.5,0.75,1.0,0.4,4,short_walk,,,A
SCN_0458,full_day,sunny,15,normal,14,family,history,family_medium,2,2,car,high,50,0.25,0,0,family_friendly|kids_friendly|quiet,0.4,0.75,0.0,0.3,0.4,0.5,0.2,4,go_home,,,A
SCN_0459,full_day,rainy,60,normal,9,indoor,cafe_area,couple,2,0,car,low,60,0.8,0,0,indoor_comfort|scenic,0.3,0.3,0.45,0.5,0.75,1.0,0.3,4,indoor_visit,,,A
SCN_0460,full_day,rainy,80,bad,10,healing,cafe_area,family_small,2,1,car,low,60,0.7,0,0,indoor_comfort|scenic,0.3,0.4,0.75,0.8,0.65,0.6,0.3,4,indoor_backup,,,A
SCN_0461,half_day,cloudy,50,normal,14,experience,photo_spot,couple,2,0,car,medium,70,0.25,0,0,interactive|photo_friendly|scenic,0.4,0.45,0.0,0.5,0.7,1.0,0.4,3,short_walk,,,A
SCN_0462,2h,sunny,10,bad,15,experience,history,family_large,2,3,car,medium,45,0.15,0,0,interactive|quiet,0.3,0.55,0.4,0.3,0.3,0.6,0.2,2,go_home,,,A
SCN_0463,2h,rainy,95,normal,14,indoor,photo_spot,solo,1,0,car,high,40,0.25,0,0,indoor_comfort|photo_friendly|scenic,0.4,0.5,0.45,0.5,0.5,1.0,0.4,2,indoor_visit,,,A
SCN_0464,full_day,sunny,20,good,14,experience,cafe_area,solo,1,0,car,low,35,0.8,0,0,indoor_comfort|interactive|scenic,0.2,0.2,0.0,0.5,0.75,1.0,0.3,4,short_walk,,,A
SCN_0465,half_day,sunny,0,good,15,indoor,photo_spot,friends,3,0,car,medium,45,0.15,0,0,indoor_comfort|photo_friendly|scenic,0.3,0.35,0.0,0.5,0.7,1.0,0.4,3,short_walk,,,A
SCN_0466,full_day,rainy,90,bad,14,healing,indoor_culture,family_small,2,1,car,low,65,0.85,0,0,indoor_comfort|quiet,0.3,0.4,0.75,0.6,0.65,0.6,0.2,4,indoor_backup,,,A
SCN_0467,2h,sunny,10,bad,16,family,history,solo,1,0,car,medium,50,0.15,0,0,family_friendly|quiet,0.3,0.35,0.3,0.3,0.5,1.0,0.2,2,indoor_backup,,,A
SCN_0468,full_day,sunny,10,good,10,indoor,nature,solo,1,0,car,medium,55,0.0,0,0,healing|indoor_comfort|quiet|scenic,0.3,0.4,0.0,0.7,0.75,1.0,0.3,4,short_walk,,,A
SCN_0469,half_day,cloudy,50,normal,10,indoor,cafe_area,solo,1,0,public,low,65,0.7,0,0,indoor_comfort|scenic,0.3,0.25,0.0,0.5,0.5,1.0,0.3,3,short_walk,,,A
SCN_0470,half_day,sunny,5,good,9,experience,festival,family_large,2,3,car,medium,65,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.0,0.3,0.35,0.5,0.2,3,go_home,,,A
SCN_0471,full_day,cloudy,30,normal,8,family,nature,family_medium,2,2,car,medium,70,0.1,0,0,family_friendly|healing|kids_friendly|quiet|scenic,0.4,0.7,0.1,0.7,0.4,0.5,0.3,4,go_home,,,A
SCN_0472,2h,rainy,60,bad,17,experience,indoor_culture,couple,2,0,car,low,55,1.0,0,0,indoor_comfort|interactive|quiet,0.6,0.15,0.75,0.3,0.5,1.0,0.2,2,indoor_backup,,,A
SCN_0473,2h,sunny,10,bad,15,indoor,indoor_culture,solo,1,0,car,low,55,0.85,0,0,indoor_comfort|quiet,0.2,0.15,0.3,0.3,0.5,1.0,0.2,2,indoor_visit,,,A
SCN_0474,half_day,sunny,20,normal,10,experience,nature,family_medium,2,2,car,medium,85,0.2,0,0,healing|interactive|quiet|scenic,0.4,0.65,0.1,0.7,0.35,0.5,0.3,3,go_home,,,A
SCN_0475,half_day,rainy,60,bad,16,indoor,history,family_medium,2,2,car,medium,70,0.25,0,0,indoor_comfort|quiet,0.4,0.65,0.75,0.3,0.35,0.5,0.2,3,indoor_backup,,,A
SCN_0476,half_day,sunny,5,normal,16,family,festival,family_medium,2,2,car,medium,80,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.0,0.3,0.35,0.5,0.2,3,go_home,,,A
SCN_0477,half_day,sunny,20,good,9,experience,cafe_area,friends,3,0,car,low,60,0.7,0,0,indoor_comfort|interactive|scenic,0.3,0.25,0.0,0.5,0.7,1.0,0.3,3,short_walk,,,A
SCN_0478,half_day,sunny,15,bad,9,experience,indoor_culture,family_large,2,3,public,low,80,0.85,0,0,indoor_comfort|interactive|quiet,0.3,0.45,0.3,0.3,0.3,0.6,0.2,3,indoor_backup,,,A
SCN_0479,2h,rainy,70,bad,10,indoor,history,friends,3,0,public,medium,70,0.15,0,0,indoor_comfort|quiet,0.4,0.45,0.75,0.3,0.3,1.0,0.2,2,indoor_backup,,,A
SCN_0480,half_day,cloudy,30,bad,16,experience,history,family_medium,2,2,public,medium,45,0.15,0,0,interactive|quiet,0.3,0.55,0.4,0.3,0.3,0.6,0.2,3,go_home,,,A
SCN_0481,2h,cloudy,30,normal,15,indoor,history,family_medium,2,2,car,medium,50,0.25,0,0,indoor_comfort|quiet,0.3,0.55,0.0,0.3,0.3,0.6,0.2,2,go_home,,,A
SCN_0482,2h,sunny,0,normal,10,healing,history,family_medium,2,2,public,medium,50,0.15,0,0,quiet,0.3,0.55,0.1,0.6,0.1,0.6,0.2,2,go_home,,,A
SCN_0483,half_day,cloudy,50,good,16,family,festival,family_medium,2,2,car,medium,80,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.0,0.3,0.35,0.5,0.2,3,go_home,,,A
SCN_0484,half_day,sunny,0,normal,15,healing,history,family_medium,2,2,car,high,70,0.35,0,0,quiet,0.5,0.8,0.0,0.6,0.35,0.4,0.2,3,go_home,,,A
SCN_0485,full_day,cloudy,40,normal,14,family,history,family_medium,2,2,car,medium,45,0.35,0,0,family_friendly|kids_friendly|quiet,0.3,0.6,0.0,0.3,0.4,0.6,0.2,4,go_home,,,A
SCN_0486,half_day,cloudy,30,bad,14,indoor,festival,family_large,2,3,car,medium,95,0.4,1,1,family_friendly|festival_event|indoor_comfort|interactive|kids_friendly,0.4,0.65,0.3,0.3,0.35,0.5,0.2,3,go_home,,,A
SCN_0487,full_day,sunny,0,good,10,healing,photo_spot,family_medium,2,2,car,medium,65,0.15,0,0,photo_friendly|scenic,0.4,0.7,0.1,0.8,0.4,0.5,0.4,4,go_home,,,A
SCN_0488,2h,cloudy,30,normal,15,family,photo_spot,family_large,2,3,car,medium,70,0.05,0,0,family_friendly|kids_friendly|photo_friendly|scenic,0.4,0.65,0.1,0.5,0.15,0.5,0.4,2,go_home,,,A
SCN_0489,2h,cloudy,30,normal,15,indoor,history,family_large,2,3,car,medium,45,0.35,0,0,indoor_comfort|quiet,0.3,0.55,0.0,0.3,0.3,0.6,0.2,2,go_home,,,A
SCN_0490,2h,cloudy,30,normal,14,family,nature,family_medium,2,2,car,high,55,0.0,0,0,family_friendly|healing|kids_friendly|quiet|scenic,0.4,0.7,0.1,0.7,0.15,0.5,0.3,2,go_home,,,A
